hr,weekday,cnt,workingday
9,1,345.0,1
10,1,200.0,1
11,1,198.0,1
12,1,314.0,1
13,1,240.0,1
14,1,271.0,1
15,1,281.0,1
16,1,457.0,1
17,1,642.5,1
18,1,642.5,1
19,1,582.0,1
20,1,403.0,1
21,1,296.0,1
22,1,209.0,1
23,1,114.0,1
0,2,64.0,1
1,2,17.0,1
2,2,16.0,1
3,2,6.0,1
4,2,6.0,1
5,2,50.0,1
6,2,190.0,1
7,2,516.0,1
8,2,642.5,1
9,2,339.0,1
10,2,218.0,1
11,2,201.0,1
12,2,229.0,1
13,2,273.0,1
14,2,244.0,1
15,2,285.0,1
16,2,455.0,1
17,2,642.5,1
18,2,642.5,1
19,2,632.0,1
20,2,523.0,1
21,2,378.0,1
22,2,269.0,1
23,2,192.0,1
0,3,66.0,1
1,3,28.0,1
2,3,12.0,1
3,3,12.0,1
4,3,4.0,1
5,3,59.0,1
6,3,190.0,1
7,3,507.0,1
8,3,642.5,1
9,3,342.0,1
10,3,231.0,1
11,3,281.0,1
12,3,310.0,1
13,3,312.0,1
14,3,247.0,1
15,3,317.0,1
16,3,484.0,1
17,3,642.5,1
18,3,642.5,1
19,3,642.5,1
20,3,567.0,1
21,3,397.0,1
22,3,278.0,1
23,3,239.0,1
0,4,92.0,1
1,4,29.0,1
2,4,21.0,1
3,4,8.0,1
4,4,4.0,1
5,4,42.0,1
6,4,181.0,1
7,4,495.0,1
8,4,642.5,1
9,4,344.0,1
10,4,222.0,1
11,4,212.0,1
12,4,279.0,1
13,4,242.0,1
14,4,213.0,1
15,4,238.0,1
16,4,374.0,1
17,4,642.5,1
18,4,642.5,1
19,4,614.0,1
20,4,446.0,1
21,4,271.0,1
22,4,234.0,1
23,4,145.0,1
0,5,97.0,1
1,5,54.0,1
2,5,26.0,1
3,5,12.0,1
4,5,8.0,1
5,5,37.0,1
6,5,139.0,1
7,5,410.0,1
8,5,642.5,1
9,5,363.0,1
10,5,231.0,1
11,5,251.0,1
12,5,299.0,1
13,5,314.0,1
14,5,326.0,1
15,5,323.0,1
16,5,499.0,1
17,5,642.5,1
18,5,622.0,1
19,5,516.0,1
20,5,354.0,1
21,5,260.0,1
22,5,199.0,1
23,5,189.0,1
0,6,191.0,0
1,6,80.0,0
2,6,90.0,0
3,6,43.0,0
4,6,11.0,0
5,6,14.0,0
6,6,50.0,0
7,6,76.0,0
8,6,163.0,0
9,6,337.0,0
10,6,395.0,0
11,6,457.0,0
12,6,487.0,0
13,6,498.0,0
14,6,494.0,0
15,6,497.0,0
16,6,487.0,0
17,6,479.0,0
18,6,481.0,0
19,6,338.0,0
20,6,233.0,0
21,6,300.0,0
22,6,276.0,0
23,6,208.0,0
0,0,188.0,0
1,0,158.0,0
2,0,112.0,0
3,0,55.0,0
4,0,13.0,0
5,0,17.0,0
6,0,18.0,0
7,0,40.0,0
8,0,127.0,0
9,0,226.0,0
10,0,381.0,0
11,0,509.0,0
12,0,511.0,0
13,0,483.0,0
14,0,522.0,0
15,0,501.0,0
16,0,521.0,0
17,0,531.0,0
18,0,419.0,0
19,0,443.0,0
20,0,303.0,0
21,0,271.0,0
22,0,148.0,0
23,0,100.0,0
0,1,58.0,1
1,1,19.0,1
2,1,8.0,1
3,1,3.0,1
4,1,5.0,1
5,1,47.0,1
6,1,161.0,1
7,1,469.0,1
8,1,642.5,1
9,1,293.0,1
10,1,189.0,1
11,1,215.0,1
12,1,278.0,1
13,1,226.0,1
14,1,254.0,1
15,1,236.0,1
16,1,425.0,1
17,1,642.5,1
18,1,642.5,1
19,1,642.5,1
20,1,462.0,1
21,1,322.0,1
22,1,230.0,1
23,1,150.0,1
0,2,38.0,1
1,2,21.0,1
2,2,8.0,1
3,2,6.0,1
4,2,6.0,1
5,2,45.0,1
6,2,194.0,1
7,2,513.0,1
8,2,642.5,1
9,2,333.0,1
10,2,227.0,1
11,2,224.0,1
12,2,248.0,1
13,2,288.0,1
14,2,260.0,1
15,2,144.0,1
16,2,402.0,1
17,2,642.5,1
18,2,642.5,1
19,2,614.0,1
20,2,452.0,1
21,2,352.0,1
22,2,257.0,1
23,2,147.0,1
0,3,47.0,1
1,3,33.0,1
2,3,13.0,1
3,3,7.0,1
4,3,4.0,1
5,3,49.0,1
6,3,185.0,1
7,3,487.0,1
8,3,642.5,1
9,3,350.0,1
10,3,236.0,1
11,3,234.0,1
12,3,284.0,1
13,3,280.0,1
14,3,263.0,1
15,3,295.0,1
16,3,479.0,1
17,3,642.5,1
18,3,642.5,1
19,3,642.5,1
20,3,513.0,1
21,3,320.0,1
22,3,288.0,1
23,3,152.0,1
0,4,63.0,1
1,4,42.0,1
2,4,11.0,1
3,4,6.0,1
4,4,9.0,1
5,4,41.0,1
6,4,183.0,1
7,4,473.0,1
8,4,642.5,1
9,4,343.0,1
10,4,181.0,1
11,4,226.0,1
12,4,286.0,1
13,4,310.0,1
14,4,225.0,1
15,4,270.0,1
16,4,406.0,1
17,4,642.5,1
18,4,642.5,1
19,4,607.0,1
20,4,427.0,1
21,4,342.0,1
22,4,262.0,1
23,4,177.0,1
0,5,71.0,1
1,5,43.0,1
2,5,14.0,1
3,5,6.0,1
4,5,12.0,1
5,5,37.0,1
6,5,163.0,1
7,5,421.0,1
8,5,642.5,1
9,5,396.0,1
10,5,249.0,1
11,5,263.0,1
12,5,338.0,1
13,5,345.0,1
14,5,331.0,1
15,5,380.0,1
16,5,492.0,1
17,5,642.5,1
18,5,642.5,1
19,5,469.0,1
20,5,389.0,1
21,5,278.0,1
22,5,202.0,1
23,5,196.0,1
0,6,161.0,0
1,6,122.0,0
2,6,84.0,0
3,6,30.0,0
4,6,13.0,0
5,6,17.0,0
6,6,49.0,0
7,6,67.0,0
8,6,181.0,0
9,6,278.0,0
10,6,396.0,0
11,6,470.0,0
12,6,547.0,0
13,6,527.0,0
14,6,472.0,0
15,6,489.0,0
16,6,450.0,0
17,6,492.0,0
18,6,490.0,0
19,6,397.0,0
20,6,312.0,0
21,6,289.0,0
22,6,269.0,0
23,6,222.0,0
0,0,153.0,0
1,0,87.0,0
2,0,73.0,0
3,0,41.0,0
4,0,14.0,0
5,0,19.0,0
6,0,19.0,0
7,0,68.0,0
8,0,108.0,0
9,0,229.0,0
10,0,364.0,0
11,0,437.0,0
12,0,491.0,0
13,0,523.0,0
14,0,526.0,0
15,0,450.0,0
16,0,421.0,0
17,0,382.0,0
18,0,229.0,0
19,0,185.0,0
20,0,193.0,0
21,0,208.0,0
22,0,157.0,0
23,0,87.0,0
0,1,33.0,1
1,1,11.0,1
2,1,5.0,1
3,1,5.0,1
4,1,11.0,1
5,1,25.0,1
6,1,141.0,1
7,1,407.0,1
8,1,605.0,1
9,1,276.0,1
10,1,213.0,1
11,1,260.0,1
12,1,285.0,1
13,1,289.0,1
14,1,287.0,1
15,1,274.0,1
16,1,451.0,1
17,1,642.5,1
18,1,642.5,1
19,1,640.0,1
20,1,457.0,1
21,1,317.0,1
22,1,207.0,1
23,1,113.0,1
0,2,47.0,1
1,2,18.0,1
2,2,13.0,1
3,2,6.0,1
4,2,9.0,1
5,2,36.0,1
6,2,179.0,1
7,2,502.0,1
8,2,642.5,1
9,2,327.0,1
10,2,250.0,1
11,2,214.0,1
12,2,283.0,1
13,2,253.0,1
14,2,261.0,1
15,2,306.0,1
16,2,445.0,1
17,2,642.5,1
18,2,642.5,1
19,2,610.0,1
20,2,448.0,1
21,2,317.0,1
22,2,224.0,1
23,2,138.0,1
0,3,58.0,1
1,3,23.0,1
2,3,6.0,1
3,3,7.0,1
4,3,7.0,1
5,3,43.0,1
6,3,173.0,1
7,3,482.0,1
8,3,642.5,1
9,3,341.0,1
10,3,214.0,1
11,3,239.0,1
12,3,280.0,1
13,3,313.0,1
14,3,236.0,1
15,3,278.0,1
16,3,441.0,1
17,3,642.5,1
18,3,642.5,1
19,3,642.5,1
20,3,500.0,1
21,3,381.0,1
22,3,233.0,1
23,3,136.0,1
0,4,67.0,1
1,4,28.0,1
2,4,14.0,1
3,4,6.0,1
4,4,10.0,1
5,4,41.0,1
6,4,167.0,1
7,4,475.0,1
8,4,642.5,1
9,4,353.0,1
10,4,205.0,1
11,4,260.0,1
12,4,277.0,1
13,4,281.0,1
14,4,247.0,1
15,4,267.0,1
16,4,417.0,1
17,4,642.5,1
18,4,642.5,1
19,4,623.0,1
20,4,478.0,1
21,4,336.0,1
22,4,259.0,1
23,4,156.0,1
0,5,85.0,1
1,5,41.0,1
2,5,20.0,1
3,5,9.0,1
4,5,7.0,1
5,5,33.0,1
6,5,44.0,1
7,5,133.0,1
8,5,119.0,1
9,5,220.0,1
10,5,193.0,1
11,5,251.0,1
12,5,315.0,1
13,5,290.0,1
14,5,307.0,1
15,5,324.0,1
16,5,467.0,1
17,5,642.5,1
18,5,640.0,1
19,5,492.0,1
20,5,370.0,1
21,5,286.0,1
22,5,218.0,1
23,5,192.0,1
0,6,180.0,0
1,6,116.0,0
2,6,85.0,0
3,6,21.0,0
4,6,10.0,0
5,6,11.0,0
6,6,23.0,0
7,6,62.0,0
8,6,162.0,0
9,6,271.0,0
10,6,407.0,0
11,6,499.0,0
12,6,546.0,0
13,6,569.0,0
14,6,538.0,0
15,6,562.0,0
16,6,531.0,0
17,6,512.0,0
18,6,300.0,0
19,6,275.0,0
20,6,160.0,0
21,6,128.0,0
22,6,168.0,0
23,6,163.0,0
0,0,120.0,0
1,0,113.0,0
2,0,86.0,0
3,0,48.0,0
4,0,10.0,0
5,0,10.0,0
6,0,16.0,0
7,0,39.0,0
8,0,119.0,0
9,0,217.0,0
10,0,328.0,0
11,0,449.0,0
12,0,505.0,0
13,0,543.0,0
14,0,579.0,0
15,0,577.0,0
16,0,513.0,0
17,0,505.0,0
18,0,491.0,0
19,0,465.0,0
20,0,300.0,0
21,0,220.0,0
22,0,181.0,0
23,0,110.0,0
0,1,47.0,1
1,1,14.0,1
2,1,9.0,1
3,1,6.0,1
4,1,11.0,1
5,1,36.0,1
6,1,159.0,1
7,1,436.0,1
8,1,642.5,1
9,1,305.0,1
10,1,199.0,1
11,1,245.0,1
12,1,276.0,1
13,1,254.0,1
14,1,248.0,1
15,1,274.0,1
16,1,464.0,1
17,1,642.5,1
18,1,642.5,1
19,1,555.0,1
20,1,432.0,1
21,1,290.0,1
22,1,192.0,1
23,1,128.0,1
0,2,60.0,1
1,2,27.0,1
2,2,11.0,1
3,2,3.0,1
4,2,5.0,1
5,2,36.0,1
6,2,64.0,1
7,2,179.0,1
8,2,618.0,1
9,2,402.0,1
10,2,208.0,1
11,2,196.0,1
12,2,300.0,1
13,2,286.0,1
14,2,255.0,1
15,2,283.0,1
16,2,458.0,1
17,2,642.5,1
18,2,642.5,1
19,2,627.0,1
20,2,436.0,1
21,2,308.0,1
22,2,189.0,1
23,2,167.0,1
0,3,60.0,1
1,3,37.0,1
2,3,8.0,1
3,3,11.0,1
4,3,4.0,1
5,3,39.0,1
6,3,172.0,1
7,3,492.0,1
8,3,642.5,1
9,3,367.0,1
10,3,233.0,1
11,3,235.0,1
12,3,307.0,1
13,3,294.0,1
14,3,255.0,1
15,3,266.0,1
16,3,431.0,1
17,3,642.5,1
18,3,642.5,1
19,3,642.5,1
20,3,427.0,1
21,3,315.0,1
22,3,226.0,1
23,3,138.0,1
0,4,76.0,1
1,4,21.0,1
2,4,15.0,1
3,4,4.0,1
4,4,5.0,1
5,4,37.0,1
6,4,165.0,1
7,4,464.0,1
8,4,642.5,1
9,4,337.0,1
10,4,199.0,1
11,4,274.0,1
12,4,343.0,1
13,4,300.0,1
14,4,248.0,1
15,4,260.0,1
16,4,419.0,1
17,4,642.5,1
18,4,642.5,1
19,4,642.5,1
20,4,514.0,1
21,4,356.0,1
22,4,254.0,1
23,4,226.0,1
0,5,88.0,1
1,5,54.0,1
2,5,19.0,1
3,5,6.0,1
4,5,9.0,1
5,5,36.0,1
6,5,157.0,1
7,5,379.0,1
8,5,642.5,1
9,5,378.0,1
10,5,231.0,1
11,5,303.0,1
12,5,365.0,1
13,5,357.0,1
14,5,328.0,1
15,5,383.0,1
16,5,488.0,1
17,5,642.5,1
18,5,642.5,1
19,5,491.0,1
20,5,359.0,1
21,5,255.0,1
22,5,213.0,1
23,5,121.0,1
0,6,105.0,0
1,6,92.0,0
2,6,43.0,0
3,6,30.0,0
4,6,13.0,0
5,6,9.0,0
6,6,27.0,0
7,6,64.0,0
8,6,189.0,0
9,6,292.0,0
10,6,480.0,0
11,6,536.0,0
12,6,642.5,0
13,6,642.5,0
14,6,598.0,0
15,6,596.0,0
16,6,641.0,0
17,6,635.0,0
18,6,554.0,0
19,6,488.0,0
20,6,341.0,0
21,6,338.0,0
22,6,261.0,0
23,6,235.0,0
0,0,187.0,0
1,0,131.0,0
2,0,119.0,0
3,0,55.0,0
4,0,26.0,0
5,0,11.0,0
6,0,20.0,0
7,0,41.0,0
8,0,124.0,0
9,0,270.0,0
10,0,425.0,0
11,0,272.0,0
12,0,298.0,0
13,0,162.0,0
14,0,149.0,0
15,0,276.0,0
16,0,356.0,0
17,0,343.0,0
18,0,377.0,0
19,0,341.0,0
20,0,274.0,0
21,0,190.0,0
22,0,56.0,0
23,0,46.0,0
0,1,26.0,1
1,1,10.0,1
2,1,5.0,1
3,1,3.0,1
4,1,7.0,1
5,1,37.0,1
6,1,161.0,1
7,1,442.0,1
8,1,642.5,1
9,1,357.0,1
10,1,193.0,1
11,1,241.0,1
12,1,282.0,1
13,1,291.0,1
14,1,275.0,1
15,1,309.0,1
16,1,460.0,1
17,1,642.5,1
18,1,642.5,1
19,1,299.0,1
20,1,261.0,1
21,1,245.0,1
22,1,161.0,1
23,1,102.0,1
0,2,59.0,1
1,2,33.0,1
2,2,8.0,1
3,2,3.0,1
4,2,4.0,1
5,2,34.0,1
6,2,169.0,1
7,2,519.0,1
8,2,642.5,1
9,2,328.0,1
10,2,178.0,1
11,2,256.0,1
12,2,305.0,1
13,2,331.0,1
14,2,302.0,1
15,2,302.0,1
16,2,467.0,1
17,2,642.5,1
18,2,625.0,1
19,2,476.0,1
20,2,358.0,1
21,2,280.0,1
22,2,232.0,1
23,2,136.0,1
0,3,55.0,1
1,3,21.0,1
2,3,17.0,1
3,3,7.0,1
4,3,8.0,1
5,3,40.0,1
6,3,187.0,1
7,3,553.0,1
8,3,642.5,1
9,3,376.0,1
10,3,225.0,1
11,3,267.0,1
12,3,312.0,1
13,3,316.0,1
14,3,266.0,1
15,3,316.0,1
16,3,460.0,1
17,3,642.5,1
18,3,642.5,1
19,3,580.0,1
20,3,391.0,1
21,3,351.0,1
22,3,281.0,1
23,3,140.0,1
0,4,60.0,1
1,4,25.0,1
2,4,20.0,1
3,4,9.0,1
4,4,6.0,1
5,4,37.0,1
6,4,192.0,1
7,4,481.0,1
8,4,642.5,1
9,4,412.0,1
10,4,233.0,1
11,4,278.0,1
12,4,332.0,1
13,4,346.0,1
14,4,305.0,1
15,4,305.0,1
16,4,465.0,1
17,4,642.5,1
18,4,642.5,1
19,4,633.0,1
20,4,474.0,1
21,4,329.0,1
22,4,198.0,1
23,4,157.0,1
0,5,111.0,1
1,5,42.0,1
2,5,16.0,1
3,5,8.0,1
4,5,8.0,1
5,5,38.0,1
6,5,151.0,1
7,5,425.0,1
8,5,642.5,1
9,5,389.0,1
10,5,262.0,1
11,5,281.0,1
12,5,371.0,1
13,5,351.0,1
14,5,338.0,1
15,5,350.0,1
16,5,515.0,1
17,5,642.5,1
18,5,642.5,1
19,5,536.0,1
20,5,363.0,1
21,5,306.0,1
22,5,251.0,1
23,5,178.0,1
0,6,135.0,0
1,6,115.0,0
2,6,79.0,0
3,6,38.0,0
4,6,12.0,0
5,6,14.0,0
6,6,30.0,0
7,6,102.0,0
8,6,162.0,0
9,6,288.0,0
10,6,442.0,0
11,6,457.0,0
12,6,584.0,0
13,6,517.0,0
14,6,482.0,0
15,6,233.0,0
16,6,434.0,0
17,6,403.0,0
18,6,383.0,0
19,6,354.0,0
20,6,241.0,0
21,6,208.0,0
22,6,182.0,0
23,6,158.0,0
0,0,134.0,0
1,0,134.0,0
2,0,116.0,0
3,0,53.0,0
4,0,16.0,0
5,0,16.0,0
6,0,21.0,0
7,0,34.0,0
8,0,133.0,0
9,0,263.0,0
10,0,385.0,0
11,0,482.0,0
12,0,626.0,0
13,0,541.0,0
14,0,377.0,0
15,0,391.0,0
16,0,173.0,0
17,0,233.0,0
18,0,264.0,0
19,0,292.0,0
20,0,211.0,0
21,0,166.0,0
22,0,114.0,0
23,0,80.0,0
0,1,32.0,1
1,1,7.0,1
2,1,8.0,1
3,1,4.0,1
4,1,12.0,1
5,1,36.0,1
6,1,145.0,1
7,1,433.0,1
8,1,642.5,1
9,1,342.0,1
10,1,206.0,1
11,1,229.0,1
12,1,283.0,1
13,1,288.0,1
14,1,246.0,1
15,1,282.0,1
16,1,444.0,1
17,1,642.5,1
18,1,642.5,1
19,1,573.0,1
20,1,416.0,1
21,1,278.0,1
22,1,161.0,1
23,1,114.0,1
0,2,38.0,1
1,2,21.0,1
2,2,15.0,1
3,2,4.0,1
4,2,8.0,1
5,2,42.0,1
6,2,147.0,1
7,2,269.0,1
8,2,642.5,1
9,2,395.0,1
10,2,204.0,1
11,2,218.0,1
12,2,297.0,1
13,2,288.0,1
14,2,251.0,1
15,2,317.0,1
16,2,480.0,1
17,2,642.5,1
18,2,642.5,1
19,2,597.0,1
20,2,435.0,1
21,2,314.0,1
22,2,216.0,1
23,2,109.0,1
0,3,47.0,1
1,3,14.0,1
2,3,6.0,1
3,3,9.0,1
4,3,10.0,1
5,3,40.0,1
6,3,181.0,1
7,3,554.0,1
8,3,642.5,1
9,3,348.0,1
10,3,178.0,1
11,3,253.0,1
12,3,360.0,1
13,3,300.0,1
14,3,301.0,1
15,3,338.0,1
16,3,493.0,1
17,3,642.5,1
18,3,642.5,1
19,3,642.5,1
20,3,427.0,1
21,3,313.0,1
22,3,235.0,1
23,3,157.0,1
0,4,65.0,1
1,4,23.0,1
2,4,17.0,1
3,4,5.0,1
4,4,8.0,1
5,4,35.0,1
6,4,163.0,1
7,4,532.0,1
8,4,642.5,1
9,4,396.0,1
10,4,234.0,1
11,4,276.0,1
12,4,294.0,1
13,4,290.0,1
14,4,273.0,1
15,4,338.0,1
16,4,482.0,1
17,4,642.5,1
18,4,642.5,1
19,4,610.0,1
20,4,471.0,1
21,4,307.0,1
22,4,291.0,1
23,4,152.0,1
0,5,82.0,1
1,5,32.0,1
2,5,20.0,1
3,5,5.0,1
4,5,7.0,1
5,5,29.0,1
6,5,108.0,1
7,5,421.0,1
8,5,642.5,1
9,5,398.0,1
10,5,256.0,1
11,5,309.0,1
12,5,410.0,1
13,5,368.0,1
14,5,436.0,1
15,5,526.0,1
16,5,528.0,1
17,5,617.0,1
18,5,546.0,1
19,5,452.0,1
20,5,356.0,1
21,5,303.0,1
22,5,277.0,1
23,5,174.0,1
0,6,168.0,0
1,6,79.0,0
2,6,69.0,0
3,6,35.0,0
4,6,12.0,0
5,6,22.0,0
6,6,36.0,0
7,6,66.0,0
8,6,162.0,0
9,6,237.0,0
10,6,417.0,0
11,6,492.0,0
12,6,471.0,0
13,6,504.0,0
14,6,514.0,0
15,6,563.0,0
16,6,462.0,0
17,6,463.0,0
18,6,442.0,0
19,6,392.0,0
20,6,207.0,0
21,6,104.0,0
22,6,78.0,0
23,6,145.0,0
0,0,99.0,0
1,0,73.0,0
2,0,84.0,0
3,0,42.0,0
4,0,22.0,0
5,0,12.0,0
6,0,15.0,0
7,0,42.0,0
8,0,129.0,0
9,0,232.0,0
10,0,388.0,0
11,0,489.0,0
12,0,545.0,0
13,0,493.0,0
14,0,457.0,0
15,0,355.0,0
16,0,474.0,0
17,0,503.0,0
18,0,500.0,0
19,0,292.0,0
20,0,104.0,0
21,0,171.0,0
22,0,166.0,0
23,0,123.0,0
0,1,104.0,0
1,1,55.0,0
2,1,40.0,0
3,1,28.0,0
4,1,11.0,0
5,1,4.0,0
6,1,15.0,0
7,1,43.0,0
8,1,127.0,0
9,1,229.0,0
10,1,359.0,0
11,1,459.0,0
12,1,543.0,0
13,1,566.0,0
14,1,512.0,0
15,1,449.0,0
16,1,500.0,0
17,1,498.0,0
18,1,482.0,0
19,1,374.0,0
20,1,261.0,0
21,1,184.0,0
22,1,121.0,0
23,1,70.0,0
0,2,29.0,1
1,2,24.0,1
2,2,5.0,1
3,2,10.0,1
4,2,8.0,1
5,2,38.0,1
6,2,172.0,1
7,2,493.0,1
8,2,632.0,1
9,2,323.0,1
10,2,172.0,1
11,2,198.0,1
12,2,287.0,1
13,2,275.0,1
14,2,274.0,1
15,2,292.0,1
16,2,458.0,1
17,2,642.5,1
18,2,642.5,1
19,2,552.0,1
20,2,385.0,1
21,2,268.0,1
22,2,179.0,1
23,2,95.0,1
0,3,37.0,1
1,3,13.0,1
2,3,9.0,1
3,3,4.0,1
4,3,5.0,1
5,3,40.0,1
6,3,210.0,1
7,3,500.0,1
8,3,642.5,1
9,3,290.0,1
10,3,235.0,1
11,3,217.0,1
12,3,266.0,1
13,3,234.0,1
14,3,211.0,1
15,3,245.0,1
16,3,430.0,1
17,3,642.5,1
18,3,642.5,1
19,3,642.5,1
20,3,412.0,1
21,3,296.0,1
22,3,219.0,1
23,3,150.0,1
0,4,65.0,1
1,4,18.0,1
2,4,8.0,1
3,4,9.0,1
4,4,8.0,1
5,4,38.0,1
6,4,200.0,1
7,4,482.0,1
8,4,642.5,1
9,4,123.0,1
10,4,49.0,1
11,4,62.0,1
12,4,137.0,1
13,4,191.0,1
14,4,216.0,1
15,4,270.0,1
16,4,416.0,1
17,4,642.5,1
18,4,642.5,1
19,4,558.0,1
20,4,406.0,1
21,4,272.0,1
22,4,217.0,1
23,4,169.0,1
0,5,96.0,1
1,5,29.0,1
2,5,11.0,1
3,5,9.0,1
4,5,8.0,1
5,5,40.0,1
6,5,140.0,1
7,5,486.0,1
8,5,642.5,1
9,5,344.0,1
10,5,224.0,1
11,5,296.0,1
12,5,323.0,1
13,5,354.0,1
14,5,253.0,1
15,5,331.0,1
16,5,470.0,1
17,5,642.5,1
18,5,642.5,1
19,5,568.0,1
20,5,391.0,1
21,5,301.0,1
22,5,299.0,1
23,5,248.0,1
0,6,150.0,0
1,6,117.0,0
2,6,77.0,0
3,6,43.0,0
4,6,11.0,0
5,6,15.0,0
6,6,34.0,0
7,6,82.0,0
8,6,230.0,0
9,6,348.0,0
10,6,422.0,0
11,6,578.0,0
12,6,642.5,0
13,6,642.5,0
14,6,626.0,0
15,6,512.0,0
16,6,114.0,0
17,6,171.0,0
18,6,167.0,0
19,6,215.0,0
20,6,194.0,0
21,6,181.0,0
22,6,194.0,0
23,6,133.0,0
0,0,124.0,0
1,0,124.0,0
2,0,96.0,0
3,0,46.0,0
4,0,28.0,0
5,0,55.0,0
6,0,35.0,0
7,0,70.0,0
8,0,170.0,0
9,0,299.0,0
10,0,495.0,0
11,0,585.0,0
12,0,642.5,0
13,0,642.5,0
14,0,642.5,0
15,0,642.5,0
16,0,642.5,0
17,0,642.5,0
18,0,560.0,0
19,0,496.0,0
20,0,356.0,0
21,0,206.0,0
22,0,189.0,0
23,0,92.0,0
0,1,41.0,1
1,1,18.0,1
2,1,17.0,1
3,1,12.0,1
4,1,5.0,1
5,1,40.0,1
6,1,180.0,1
7,1,447.0,1
8,1,642.5,1
9,1,361.0,1
10,1,210.0,1
11,1,236.0,1
12,1,332.0,1
13,1,323.0,1
14,1,340.0,1
15,1,346.0,1
16,1,488.0,1
17,1,642.5,1
18,1,642.5,1
19,1,633.0,1
20,1,390.0,1
21,1,285.0,1
22,1,159.0,1
23,1,93.0,1
0,2,32.0,1
1,2,10.0,1
2,2,6.0,1
3,2,8.0,1
4,2,9.0,1
5,2,44.0,1
6,2,211.0,1
7,2,596.0,1
8,2,642.5,1
9,2,358.0,1
10,2,196.0,1
11,2,247.0,1
12,2,316.0,1
13,2,328.0,1
14,2,255.0,1
15,2,326.0,1
16,2,536.0,1
17,2,642.5,1
18,2,642.5,1
19,2,596.0,1
20,2,461.0,1
21,2,310.0,1
22,2,216.0,1
23,2,109.0,1
0,3,49.0,1
1,3,21.0,1
2,3,11.0,1
3,3,7.0,1
4,3,5.0,1
5,3,48.0,1
6,3,205.0,1
7,3,557.0,1
8,3,642.5,1
9,3,328.0,1
10,3,205.0,1
11,3,232.0,1
12,3,352.0,1
13,3,323.0,1
14,3,278.0,1
15,3,318.0,1
16,3,509.0,1
17,3,642.5,1
18,3,642.5,1
19,3,635.0,1
20,3,470.0,1
21,3,306.0,1
22,3,212.0,1
23,3,127.0,1
0,4,57.0,1
1,4,28.0,1
2,4,9.0,1
3,4,11.0,1
4,4,6.0,1
5,4,57.0,1
6,4,195.0,1
7,4,571.0,1
8,4,642.5,1
9,4,338.0,1
10,4,212.0,1
11,4,254.0,1
12,4,297.0,1
13,4,283.0,1
14,4,274.0,1
15,4,352.0,1
16,4,491.0,1
17,4,642.5,1
18,4,642.5,1
19,4,642.5,1
20,4,463.0,1
21,4,317.0,1
22,4,251.0,1
23,4,170.0,1
0,5,87.0,1
1,5,41.0,1
2,5,30.0,1
3,5,14.0,1
4,5,12.0,1
5,5,41.0,1
6,5,152.0,1
7,5,454.0,1
8,5,642.5,1
9,5,347.0,1
10,5,246.0,1
11,5,280.0,1
12,5,409.0,1
13,5,408.0,1
14,5,371.0,1
15,5,367.0,1
16,5,563.0,1
17,5,642.5,1
18,5,642.5,1
19,5,579.0,1
20,5,404.0,1
21,5,312.0,1
22,5,229.0,1
23,5,195.0,1
0,6,207.0,0
1,6,109.0,0
2,6,93.0,0
3,6,37.0,0
4,6,6.0,0
5,6,16.0,0
6,6,33.0,0
7,6,73.0,0
8,6,212.0,0
9,6,342.0,0
10,6,442.0,0
11,6,627.0,0
12,6,642.5,0
13,6,642.5,0
14,6,642.5,0
15,6,642.5,0
16,6,642.5,0
17,6,642.5,0
18,6,614.0,0
19,6,478.0,0
20,6,330.0,0
21,6,296.0,0
22,6,279.0,0
23,6,229.0,0
0,0,151.0,0
1,0,117.0,0
2,0,89.0,0
3,0,48.0,0
4,0,8.0,0
5,0,13.0,0
6,0,35.0,0
7,0,71.0,0
8,0,128.0,0
9,0,296.0,0
10,0,490.0,0
11,0,559.0,0
12,0,642.5,0
13,0,642.5,0
14,0,635.0,0
15,0,557.0,0
16,0,596.0,0
17,0,570.0,0
18,0,481.0,0
19,0,403.0,0
20,0,324.0,0
21,0,191.0,0
22,0,127.0,0
23,0,94.0,0
0,1,45.0,1
1,1,21.0,1
2,1,13.0,1
3,1,7.0,1
4,1,11.0,1
5,1,45.0,1
6,1,164.0,1
7,1,492.0,1
8,1,642.5,1
9,1,299.0,1
10,1,202.0,1
11,1,252.0,1
12,1,295.0,1
13,1,343.0,1
14,1,332.0,1
15,1,338.0,1
16,1,453.0,1
17,1,642.5,1
18,1,642.5,1
19,1,486.0,1
20,1,340.0,1
21,1,233.0,1
22,1,129.0,1
23,1,70.0,1
0,2,13.0,1
1,2,5.0,1
2,2,4.0,1
3,2,6.0,1
4,2,7.0,1
5,2,48.0,1
6,2,167.0,1
7,2,356.0,1
8,2,642.5,1
9,2,293.0,1
10,2,160.0,1
11,2,151.0,1
12,2,88.0,1
13,2,114.0,1
14,2,143.0,1
15,2,36.0,1
16,2,141.0,1
17,2,338.0,1
18,2,281.0,1
19,2,324.0,1
20,2,290.0,1
21,2,207.0,1
22,2,151.0,1
23,2,78.0,1
0,3,26.0,1
1,3,12.0,1
2,3,3.0,1
3,3,5.0,1
4,3,10.0,1
5,3,56.0,1
6,3,172.0,1
7,3,545.0,1
8,3,642.5,1
9,3,362.0,1
10,3,192.0,1
11,3,247.0,1
12,3,313.0,1
13,3,289.0,1
14,3,286.0,1
